postId,skills,Job Title,rowType
2765,"CSS, Html5, OOPS, HTML, MVC, Laravel, Codeigniter, Core PHP",Software Developer,Train
2766,"Photography, SIDE, 3D, CSS, Flex",Sales/Business Development Manager,Train
2767," hibernate, java, spring mvc, algorithms, web services, nosql, data structures, rdbms, web technologies",Software Developer,Train
2768," Unix, MS SQL, Linux, SSRS, HTML, Windows, Oracle, SSIS, Teradata, Firewall",DBA,Train
2770," HTML, CSS, AngularJS, Javascript, UI, UX",Software Developer,Train
2771," Fashion Consultant, Fashion, Luxury Retail, Sales, Customer Service, RETAIL",Sales Executive/Officer,Train
2772," Nursing, GNM, Patient Care",Staff Nurse,Train
2773," Customer service, Back office, Back Office Staff, Back office processing, EPF",Assistant Manager/Manager-(NonTechnical),Train
2774, lift technician,Workman/Foreman/Technician,Train
2775," Counsellor, Teaching",Counselor,Train
2776," Sales, Client Relationships, Key Account Management, Sales Planning, BFSI Sales",Client Servicing/Key Account Manager,Train
2777," Graphics, Digital media, Layout design, UX, Web technologies, UI, Illustrator, Grid, Conceptualization, Photoshop",Graphic/Web Designer,Train
2778,"j2ee, linux, ajax, software development, design patterns, pre sales, web development, product management, hiring, adobe",Technical Architect,Train
2779," QA automation, Linux, MySQL, Automation, Selenium, Test cases, Email, MongoDb, NoSQL, Cassandra",Software Developer,Train
2780," marketing, digitization, customer service, problem solving, medical records, sales, healthcare",Sales Executive/Officer,Train
2781," IT Recruiter, talent acquisition, it recruitment, technical recruiter, recruitment, staffing",Recruitment Executive,Train
2782," Accounting, Tax Compliance, Taxation",Accounts Manager,Train
2783," Outbound, Telesales, domestic voice process, ESIC, Tele Marketing Executive",Telecalling/Telemarketing Executive,Train
2784," Working capital, Policies, Financial reporting, Financial planning, Transfer pricing, Service, Cash flow, Investment banking, Budgeting, Financial services",Head/VP/GM-CFO/Financial Controller,Train
2785,"Unix,Business process,Core Java,GIT,Debugging,Agile,PLSQL,J2Ee,Outsourcing,Operations",Software Developer,Train
2786," Networking, Windows, Linux, Wireless, Performance tuning, software, FPGA, configuration, Troubleshooting, tools, scripting, Coding, devops, design, programming, Python, hardware, solid, level, testing, Customer service, it, quality, service, infrastructure, support",Software Developer,Train
2787," Auto, LPG, Layout design, Survey, site, at, Dispensing",Civil Engineer-Municipal,Train
2788," JMS, Hibernate, jQuery, cassandra, UML, MySQL, MongoDB, MVC, SQL, Python",Team Lead/Technical Lead,Train
2789," design, c++, C, MySQL, JavaScript, HTML",Software Developer,Train
2790," SAP, XML, Oracle, Web services, SOA, MySQL, boomi, HTTP, JSON, Salesforce",Software Developer,Train
2791," Hospitality Sales, institutional sales, Corporate Sales",Sales Executive/Officer,Train
2792,"payroll processing,hr,HR Operations",HR Executive,Train
2793," benefits, hr, forecast, human resource management, human resource, Talent Acquisition, staffing, planning, Payroll, system, hotels, recruitment, hospitality, restaurants, compensation, rewards, policy, budget",Head/VP/GM-HR,Train
2794," microsoft, Troubleshooting, Consulting, Analytics, Information technology, Change management, Application packaging, Recruitment, Monitoring, BPO",Technical Support Engineer,Train
2795,"JSP servlets, Education, XML, Technical, Programming, Struts, J2Ee, EJB, MSC, Business Executive",Software Developer,Train
2796," XML, PHP, Ajax, development, css, ado.net, Triggers, windows, microsoft, vb.net, tools, sql, coding, jQuery, web, asp.net, .net, Test cases, applications",Software Developer,Train
2797," Auditing, Data analysis, Team building, Monitoring, Information technology, Conceptualization, Employee relations, Credit underwriting, Credit operations, Business loan",Credit Officer,Train
2798," Counselor, Teaching, Mentor, Trainer, Advisor",Lecturer/Professor,Train
2799,"us it recruiter, us it recruitment, us it staffing, us recruitment, w2",Recruitment Executive,Train
2800," Civil, Site execution",Construction-Residential,Train
2801,"Layouts, Instrumentation Design, SP3D, Instrumentation, oil & gas, cable schedules, 3D Modeling, SPI, MTOS",Senior Design Engineer,Train
2802," Retail Sales, Promotions, Counter Sales, Brand Promotion, IT Sales",Sales Executive/Officer,Train
2803," manual testing, test cases, test engineering, test scripts, selenium, sql database, quality analysis, web technologies, qa testing, testing fresher",Testing Engineer,Train
2804," DEVELOPMENT MANAGER/EXECUTIVE, Corporate, Sales, Excellent, Presentation, Revenue, Generation, wri",Sales/Business Development Manager,Train
2805," iPhone, Automation, UX, Version control, XML, SQLite, Tools, JSON, SDK, DBMS",Software Developer,Train
2806," business banking, forex trading, current account, Casa, portfolio, Transaction Banking",Sales/Business Development Manager,Train
2807," voice, bpo, customer service associate, call centre, customer service executive, international bpo, csr, inbound, customer service, customer care, csa, Customer Support, cse, Night Shift, cso",Associate/Senior Associate -(NonTechnical),Train
2808, Back Office Executive,Executive/ Sr Executive - Administration,Train
2810," sales executive activities, marketing, promotional campaigns, real estate sales, property sales, real estate marketing",Sales Executive/Officer,Train
2811," client engagement, manual testing, test scripts, data warehousing, business analyst, sql server, sql scripting, user acceptance testing, oracle sql, requirement analysis",Business Analyst,Train
2813," VMS, AWS, devops, Relationship Executive, Infrastructure, orchestration, Basic, Manager Technology, github, Deployment",Software Developer,Train
2814,"BPO,Communication Skills,Non Voice Process,Analytical Skills,Problem Solving,Technology Solutions,ITES,Google Apps",Associate/Senior Associate -(NonTechnical),Train
2815, Back Office Coordinator,Sales Promotion Manager,Train
2816,"Media Sales, Ad Sales, B2B Sales, Corporate Sales, Sales Manager",Sales/Business Development Manager,Train
2817," Training, Testing, Management, Sales",Sales/Business Development Manager,Train
2818," Professor Activities, Lecturer Activities",Other,Train
2819," dreamweaver, wordpress, action script, php, joomla, web development, co, tools, xhtml, magento",Software Developer,Train
2820," marketing, fresher, bpo, kpo, mba, bba, bbm, bca, bsc, ba, ma, bcom, sales, business development, sale, bde, marketing executive, sales executive, sales officer, marketing officer, manager, marketing head, executive, am, assistant manager, counsellor",Direct Marketing Executive,Train
2821," Outbound, Troubleshooting, Technical support, English, Email, Domestic BPO, Antivirus, Recruitment, Comp, International BPO",Associate/Senior Associate -(Technical),Train
2822," production, paint, chemist",Fresher,Train
2823," XML, JSON, Android SDK, SQLite, Mobile application development, Analytical skills, Architectural design, Programming, Web services, Basic",Software Developer,Train
2825," Retail Sales, Sales, Visual Merchandising, Merchandising, Fashion Consultant",Merchandiser,Train
2826," MVC Architecture, DTP, Transformation, bi, graphic designer, business intelligence, Hana, ABAP, Design Studio, bw, Web Reporting, Query Designer, Bex Analyzer",Software Developer,Train
2827," marketing executive, distributors, customer profiling, sales strategy, market research, Business Development, Sales Manager, sales executive",Sales/Business Development Manager,Train
2828," Wordpress, Jquery, css, analytics, market research, Photoshop, Illustrator, Fireworks, HTML, Adobe Creative Suite, E - commerce, Responsive Web Design, Wordpress CMS",Software Developer,Train
2829," sec, vision, counsellor, d, complex, office, salary",Counselor,Train
2830," Customer care Executive, Customer Support Executive, BPO Executive, Administration, technical support, SAP, analytical, Vendor management, technical Support Executive, MS Office",Associate/Senior Associate -(NonTechnical),Train
2832," business process, product management, configuration, test strategy, business analysis, scrum, agile, business analyst",Business Analyst,Train
2833," asp.net mvc, jquery, c#, web services, .net, software development, oops, sql, ASP.NET Developer, .net developer",Software Developer,Train
2836,"Contract management, Construction management, Civil engineering, Solution design, 3D modeling, Financial inclusion, Data collection, Site supervision, AutoCAD 2D",Architect,Train
2837," XML, Javascript, Struts, Hibernate, XHTML, XSLT, Spring, Ajax",Training Manager,Train
2838," Salesman, sales executive activities, Sales, distribution network, Sales Manager, dealer network",Area Sales Manager,Train
2839, SAP Fiori,System Analyst,Train
2840," Taxation, Financial reporting, Balance Sheet, ERP, Journal entries, Microsoft Dynamics Navision, Payroll processing, Internal audit, Accounting, Management",Accounts Executive/Accountant,Train
2841," mvc, asp.net, asp net, azure, .net, C#, Microsoft Azure, GIT, SQL Server, Architecture, Design, Testing, Deployment, Development, coding",Software Developer,Train
2842," digital marketing, copyright, solutions, content writing, hr, salary, content writer",Content Developer,Train
2844," Query Optimization, Database Administration, Transition Management, Cassandra, SQL Server, Performance Tuning, Optimization, Oracle RDBMS, PLSQL, Data Modeling, Data Warehousing, Data Architecture, OLTP",Technical Architect,Train
